dataset,instance_id,category,transform,scale,aligned_dims,aligned_planes
ShapeNet,03797390/6500ccc65e210b14d829190312080ea3,Mug,"1.0\,0.0\,0.0\,-0.006052974154357571\,0.0\,1.0\,0.0\,-0.0014935532854051248\,0.0\,0.0\,1.0\,0.0025588850561908405\,0.0\,0.0\,0.0\,1.0",0.1850977352229236,"0.12418225835273322\,0.09442650290110488\,0.09961719639039623","0.0\,0.0\,1.0\,0.04586767898681221\,0.0\,0.0\,-1.0\,-0.04844127893026129\,-0.0019967346607192723\,-0.007454012959194694\,-0.999970224927472\,0.03678427372266556\,7.14299644613674e-07\,-0.007709822976622882\,0.9999702788729067\,-0.036813708795090355"
ShapeNet,03797390/659192a6ba300f1f4293529704725d98,Mug,"1.0\,0.0\,0.0\,-0.0001487553554162524\,0.0\,1.0\,0.0\,-1.99239761931036e-05\,0.0\,0.0\,1.0\,-0.020282286106189318\,0.0\,0.0\,0.0\,1.0",0.18973674442112698,"0.12485018805914017\,0.12485056691703589\,0.06946072264613701","0.0\,0.0\,1.0\,0.02557537336485538\,0.0\,0.0\,-1.0\,-0.02557537336485538"
ShapeNet,03797390/6661c0b9b9b8450c4ee002d643e7b29e,Mug,"1.0\,0.0\,0.0\,0.006868574377717707\,0.0\,1.0\,0.0\,8.003553375601768e-11\,0.0\,0.0\,1.0\,-0.003129205339706509\,0.0\,0.0\,0.0\,1.0",0.21968543627457335,"0.14747549265445414\,0.14747527659896065\,0.06901989309988643","0.0\,0.0\,1.0\,0.026840945506987346\,0.0\,0.0\,-1.0\,-0.026840945506987346"
ShapeNet,03797390/67b9abb424cf22a22d7082a28b056a5,Mug,"1.0\,0.0\,0.0\,0.00902971533282515\,0.0\,1.0\,0.0\,0.001270381522090025\,0.0\,0.0\,1.0\,0.004916597457473082\,0.0\,0.0\,0.0\,1.0",0.18346204173369415,"0.12181787592958626\,0.09482290591640785\,0.09913298084229871","0.0\,0.0\,-1.0\,-0.04072600469945986\,0.0\,0.0\,1.0\,0.04072600469945986\,0.2603139043117149\,0.9647952907994006\,-0.03750624045797268\,-0.030166400526144003\,-0.3564779492410143\,0.9335554610360282\,0.0373854634146708\,0.03365102122488218\,-0.9980118750842278\,-0.05056494264763365\,0.037622915436007445\,0.019049186890624435\,0.3564954121818253\,-0.9335555937659589\,-0.03721524474725878\,-0.028707186508683504\,0.998017482117239\,0.050552152451831485\,0.03749113589708334\,0.05407451657292341\,-0.8371228062537334\,0.545741275195062\,0.03730774448210582\,0.02146442244299347\,-0.777692411478255\,-0.6275199812606053\,-0.03759236954258262\,-0.050756120645071914\,0.9980346925518521\,0.05055296865989447\,-0.03702904026033986\,-0.023967577180228444\,0.3564849840187852\,-0.9335471323893243\,0.03752609461156369\,0.044403911649251046\,-0.998017482117239\,-0.050552152451831485\,-0.03749113589708345\,-0.05407451657292341\,0.7776924114782549\,0.6275199812606053\,0.037592369542583444\,0.05075612064507193\,-0.2603188839928156\,-0.9647882746445559\,0.03765187571843069\,0.03017091282795605\,0.8371472887611419\,-0.5456953075469565\,-0.037430578957609754\,-0.026405893961273106"
ShapeNet,03797390/68f4428c0b38ae0e2469963e6d044dfe,Mug,"1.0\,0.0\,0.0\,-0.010229636625718186\,0.0\,1.0\,0.0\,-0.0003620603131211375\,0.0\,0.0\,1.0\,-0.0032386170283640325\,0.0\,0.0\,0.0\,1.0",0.16820497031210815,"0.1322745316784264\,0.07567827302211416\,0.07119813280606202","0.0\,0.0\,1.0\,-0.02917212442905548\,0.0\,0.0\,-1.0\,0.019967778499250244\,-0.9998849452185272\,-0.015168926308175776\,0.0\,0.004000484981341234\,0.9997848870413997\,-0.02074077249321813\,0.0\,-0.003309455226834345"
ShapeNet,03797390/6aec84952a5ffcf33f60d03e1cb068dc,Mug,"1.0\,0.0\,0.0\,0.005771546830541929\,0.0\,1.0\,0.0\,-0.009972213652957862\,0.0\,0.0\,1.0\,0.0017080269667140158\,0.0\,0.0\,0.0\,1.0",0.1872119371635693,"0.1140745986951952\,0.08104816454331143\,0.12436432109314666","0.0\,0.0\,1.0\,0.06083142773204209\,0.0\,0.0\,-1.0\,-0.06218216054657333"
ShapeNet,03797390/6c04c2eac973936523c841f9d5051936,Mug,"1.0\,0.0\,0.0\,-0.016728882869595063\,0.0\,1.0\,0.0\,-1.924081005633127e-07\,0.0\,0.0\,1.0\,0.004952397121097629\,0.0\,0.0\,0.0\,1.0",0.19277903751016706,"0.10355221979179197\,0.06453933645895038\,0.14924933161347642","0.0\,0.0\,1.0\,-0.05445593177424479\,0.0\,0.0\,-1.0\,0.06090998204897735"
ShapeNet,03797390/6c379385bf0a23ffdec712af445786fe,Mug,"1.0\,0.0\,0.0\,-0.011098963036625609\,0.0\,1.0\,0.0\,-2.3929922066123765e-07\,0.0\,0.0\,1.0\,-0.006357391968909165\,0.0\,0.0\,0.0\,1.0",0.15915568759704254,"0.1119999222282475\,0.0794653177190523\,0.08044762443182685","0.0\,0.0\,-1.0\,-0.040223812215913424\,0.00731312977367993\,-0.017656050829833254\,0.9998173743249351\,0.036605979296034416"
ShapeNet,03797390/6d2657c640e97c4dd4c0c1a5a5d9a6b8,Mug,"1.0\,0.0\,0.0\,-0.008042406401336022\,0.0\,1.0\,0.0\,0.0017479607478689818\,0.0\,0.0\,1.0\,-0.0019263978286078176\,0.0\,0.0\,0.0\,1.0",0.13741828712074458,"0.08889121549224166\,0.07919525455366339\,0.06863122577722369","0.0\,0.0\,-1.0\,-0.018717538060161742\,0.0\,0.0\,1.0\,0.018717538060161742\,0.0\,0.0\,-1.0\,0.017577929879449283\,0.0\,0.0\,1.0\,-0.017577929879449283\,-1.0\,0.0\,0.0\,0.03555890288301389\,0.0\,-1.0\,0.0\,0.01030527268676723\,1.0\,0.0\,0.0\,-0.03555890288301389\,0.0\,1.0\,0.0\,-0.01030527268676723"
ShapeNet,03797390/6dd59cc1130a426571215a0b56898e5e,Mug,"1.0\,0.0\,0.0\,0.016996077094763695\,0.0\,1.0\,0.0\,1.2406889556171308e-05\,0.0\,0.0\,1.0\,-0.012248412914097173\,0.0\,0.0\,0.0\,1.0",0.1699575496544167,"0.11841622250295725\,0.08939834800008928\,0.08289220416128629","0.0\,0.0\,-1.0\,-0.03650407787515819\,0.0\,0.0\,1.0\,0.041446102080643143"
ShapeNet,03797390/6e884701bfddd1f71e1138649f4c219,Mug,"1.0\,0.0\,0.0\,-0.011018170599754407\,0.0\,1.0\,0.0\,-8.692408381971717e-08\,0.0\,0.0\,1.0\,-0.003482055172468357\,0.0\,0.0\,0.0\,1.0",0.17407233751355625,"0.09433659085302071\,0.06811085066290201\,0.12947099893263836",
ShapeNet,03797390/6faf1f04bde838e477f883dde7397db2,Mug,"1.0\,0.0\,0.0\,-0.010320460268332221\,0.0\,1.0\,0.0\,0.0004967080575811744\,0.0\,0.0\,1.0\,0.009179426420165226\,0.0\,0.0\,0.0\,1.0",0.17752266989812915,"0.12147202142240188\,0.08312286387662682\,0.09924422978422553","0.0\,0.0\,1.0\,0.04962211489211277\,0.0\,0.0\,-1.0\,-0.04962211489211277"
ShapeNet,03797390/71995893d717598c9de7b195ccfa970,Mug,"1.0\,0.0\,0.0\,0.020001541807503354\,0.0\,1.0\,0.0\,-9.330148452724174e-06\,0.0\,0.0\,1.0\,0.012132509415761716\,0.0\,0.0\,0.0\,1.0",0.1517170876832895,"0.10463001453858234\,0.07528580876289404\,0.080016497982202","0.0\,0.0\,-1.0\,-0.040008248991101\,0.0\,0.0\,1.0\,0.040008248991101"
ShapeNet,03797390/71ca4fc9c8c29fa8d5abaf84513415a2,Mug,"1.0\,0.0\,0.0\,0.0037733417993353058\,0.0\,1.0\,0.0\,-0.0002197941143693427\,0.0\,0.0\,1.0\,-0.017493561758468168\,0.0\,0.0\,0.0\,1.0",0.15126949638991702,"0.10452798095627891\,0.0846352840595177\,0.06923302522926811","0.0\,0.0\,-1.0\,-0.02423897118353535\,0.0\,0.0\,1.0\,0.02423897118353535"
ShapeNet,03797390/7223820f07fd6b55e453535335057818,Mug,"1.0\,0.0\,0.0\,-0.005372063090123058\,0.0\,1.0\,0.0\,-5.820766091346741e-11\,0.0\,0.0\,1.0\,0.021873332672746437\,0.0\,0.0\,0.0\,1.0",0.16348086628372754,"0.10791845546833434\,0.08942239353751713\,0.08416207326128078","0.0\,0.0\,-1.0\,0.01578039931810271\,0.0\,0.0\,1.0\,-0.01578039931810271\,0.0\,0.0\,1.0\,0.04208103663064039\,0.05741263289036021\,0.0\,-0.9983505344239549\,-0.033830299137912315"
ShapeNet,03797390/7374ea7fee07f94c86032c4825f3450,Mug,"1.0\,0.0\,0.0\,0.01609982133164023\,0.0\,1.0\,0.0\,-2.791159766646345e-06\,0.0\,0.0\,1.0\,0.006311701972224526\,0.0\,0.0\,0.0\,1.0",0.164164319632686,"0.11071422032923439\,0.08448749279799328\,0.08691466580046292","0.0\,0.0\,1.0\,0.04345733290023146\,0.0\,0.0\,-1.0\,-0.03838810437000717\,0.0\,0.0\,1.0\,-0.041029998445988536\,0.0\,0.0\,-1.0\,0.041029998445988536"
ShapeNet,03797390/73b8b6456221f4ea20d3c05c08e26f,Mug,"1.0\,0.0\,0.0\,0.004847636346454909\,0.0\,1.0\,0.0\,-0.0010840370814535483\,0.0\,0.0\,1.0\,0.0015858409108964189\,0.0\,0.0\,0.0\,1.0",0.18637272382221037,"0.12778627541032694\,0.08907964003018876\,0.10232459163660845","0.0\,0.0\,-1.0\,-0.03912299149112686\,0.0\,0.0\,1.0\,0.03912299149112686"
ShapeNet,03797390/79e673336e836d1333becb3a9550cbb1,Mug,"1.0\,0.0\,0.0\,0.014561340617876839\,0.0\,1.0\,0.0\,5.820766091346741e-11\,0.0\,0.0\,1.0\,0.026432553989449326\,0.0\,0.0\,0.0\,1.0",0.1835772864345486,"0.10596374556993249\,0.07578620935388436\,0.12933974453058883","0.0\,0.0\,-1.0\,-0.06466987226529441\,0.0\,0.0\,1.0\,0.058410801253208855"
ShapeNet,03797390/7a8ea24474846c5c2f23d8349a133d2b,Mug,"1.0\,0.0\,0.0\,0.027735283824495083\,0.0\,1.0\,0.0\,0.001891345825239421\,0.0\,0.0\,1.0\,0.0014904375859770003\,0.0\,0.0\,0.0\,1.0",0.15348716694423287,"0.10596016733578617\,0.07781875889478096\,0.07921457111403507","-0.03956050461879344\,0.0691342465596235\,0.9968226634797884\,0.021925854664942086\,0.03956050461879344\,-0.06913424655962348\,-0.9968226634797884\,-0.021925854664942086"
ShapeNet,03797390/7d282cc3cedd40c8b5c4f4801d3aada,Mug,"1.0\,0.0\,0.0\,0.023706876293974277\,0.0\,1.0\,0.0\,0.00016490359231480234\,0.0\,0.0\,1.0\,-0.006248037364609882\,0.0\,0.0\,0.0\,1.0",0.1621477337315623,"0.10437076658734723\,0.07972868804947408\,0.09508926709449472","0.0\,0.0\,1.0\,0.04426778772229634\,0.0\,0.0\,-1.0\,-0.04754463354724736"
ShapeNet,03797390/7d6baadd51d0703455da767dfc5b748e,Mug,"1.0\,0.0\,0.0\,0.028254186862175512\,0.0\,1.0\,0.0\,0.0009656190105697959\,0.0\,0.0\,1.0\,-0.0040633450521498915\,0.0\,0.0\,0.0\,1.0",0.17489925538436576,"0.11933778267611661\,0.08453510431387645\,0.09592751658482612","-0.0034932300769266868\,0.022566569657912157\,-0.9997392396407697\,-0.04302354775492747\,-0.020748025457838902\,-0.056029599559097136\,0.9982135059258858\,0.0437047955548215\,0.7937506508374312\,-0.6082432888114109\,7.688324066470747e-05\,-0.02771117521898424\,0.39415583402877313\,0.9190072574071316\,-0.008175532649561086\,-0.03274722923266046\,-0.7629592296478817\,0.6458996434157729\,0.026586924050897298\,0.034817703584333594\,-0.38270438716762745\,-0.9238708524694622\,-0.0\,0.031669330387352174\,0.6075994648326127\,-0.7918416513360014\,-0.06172268257777916\,-0.0300262330271426\,0.7933455524625588\,0.6087715781596662\,3.587011698404465e-06\,-0.02803594944382492\,-0.3819445007779428\,0.9221102617333753\,0.061895585718968416\,0.033898670608739245\,-0.7933573138033753\,-0.6087562505918873\,-0.0\,0.027456488391355234\,0.3819445007779428\,-0.9221102617333753\,-0.06189558571896841\,-0.033898670608739245\,-0.6649809037493822\,0.7465631084230414\,-0.0210694753228721\,0.044179327607896716\,0.6087709743509888\,0.7933460158012692\,0.0\,-0.028419977065016224\,-0.1257067958737395\,-0.9894635102366253\,0.07183149296355915\,0.021036135177638957\,0.38194416460793335\,0.9221268613247485\,0.06164987222465134\,0.0472093460461014"
ShapeNet,03797390/8012f52dd0a4d2f718a93a45bf780820,Mug,"1.0\,0.0\,0.0\,-0.00659586118376243\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.024172240358726116\,0.0\,0.0\,0.0\,1.0",0.18591674776184486,"0.1201027807654711\,0.09638556299753454\,0.104164137401479","0.0\,0.0\,-1.0\,-0.0520820687007395\,0.0\,0.0\,1.0\,0.04620486809568147"
ShapeNet,03797390/83827973c79ca7631c9ec1e03e401f54,Mug,"1.0\,0.0\,0.0\,0.018637461284152224\,0.0\,1.0\,0.0\,0.001000954158020928\,0.0\,0.0\,1.0\,-0.004332829178920639\,0.0\,0.0\,0.0\,1.0",0.17194107952803953,"0.11187088960771163\,0.08442771553597161\,0.09960220500819572","0.0\,0.0\,1.0\,0.04568878420467182\,0.0\,0.0\,-1.0\,-0.04568878420467182"
ShapeNet,03797390/83b41d719ea5af3f4dcd1df0d0a62a93,Mug,"1.0\,0.0\,0.0\,0.013010962630870093\,0.0\,1.0\,0.0\,-0.00036133996893894516\,0.0\,0.0\,1.0\,0.011558246042631226\,0.0\,0.0\,0.0\,1.0",0.1601687232287438,"0.1157757213524988\,0.07562846631927367\,0.08081056471607684","0.0\,0.0\,1.0\,-0.03683335914818431\,0.0\,0.0\,-1.0\,0.03673581710797735\,0.0\,0.0\,-1.0\,-0.04040528235803842\,0.0\,0.0\,1.0\,0.04040528235803842"
ShapeNet,03797390/8570d9a8d24cb0acbebd3c0c0c70fb03,Mug,"1.0\,0.0\,0.0\,0.013284554024934003\,0.0\,1.0\,0.0\,0.00016929355850425765\,0.0\,0.0\,1.0\,0.01889145523950253\,0.0\,0.0\,0.0\,1.0",0.17516094215660594,"0.11913396278008115\,0.08451147838307271\,0.09658444791252752","0.0\,0.0\,1.0\,0.04829222395626376\,0.0\,0.0\,-1.0\,-0.04829222395626376"
ShapeNet,03797390/85a2511c375b5b32f72755048bac3f96,Mug,"1.0\,0.0\,0.0\,0.020639356520448793\,0.0\,1.0\,0.0\,9.960756768379042e-05\,0.0\,0.0\,1.0\,0.0077547128854909\,0.0\,0.0\,0.0\,1.0",0.1579824129905771,"0.10961530518005524\,0.07558273341582655\,0.08503055449424313","0.0\,0.0\,-1.0\,-0.03684655305484563\,0.0\,0.0\,1.0\,0.03684655305484563"
ShapeNet,03797390/85d5e7be548357baee0fa456543b8166,Mug,"1.0\,0.0\,0.0\,0.013906093874045844\,0.0\,1.0\,0.0\,-2.9103830456733704e-11\,0.0\,0.0\,1.0\,-0.00462315035465144\,0.0\,0.0\,0.0\,1.0",0.1850666392348422,"0.12137780250243502\,0.1213778080178507\,0.06917013795064708","0.0\,0.0\,-1.0\,-0.019943705868827433\,0.0\,0.0\,1.0\,0.030392012812722857\,0.0238513445382989\,0.03932185902044145\,0.9989418925877981\,-0.029065185904077813\,0.0\,0.0\,-1.0\,0.028925731281144618\,-0.08907961175677413\,0.11608992657993233\,0.9892360444888411\,0.03472803783319936\,-0.05599666504105502\,-0.13518458410910109\,0.9892368279252088\,0.03472778535611904\,0.13519280748928966\,-0.0559977012799614\,0.9892356454629625\,0.03472819919765757\,-0.019098995254225523\,-0.14507770208418885\,-0.9892359115692527\,-0.03472810227535666\,-0.13519280748928966\,0.0559977012799614\,-0.9892356454629625\,-0.03472819919765757\,0.05455976845116838\,0.13171600539784267\,-0.9897848885432584\,-0.036923458817291754"
ShapeNet,03797390/896f1d494bac0ebcdec712af445786fe,Mug,"1.0\,0.0\,0.0\,-0.010025777125231894\,0.0\,1.0\,0.0\,-2.395903486718254e-07\,0.0\,0.0\,1.0\,0.006046406416225336\,0.0\,0.0\,0.0\,1.0",0.15915573817198028,"0.11199996417281088\,0.07946534747923417\,0.08044765693149314","-0.04550638045442731\,0.03492693460694249\,0.9983532834507528\,0.03548520523346486\,-0.025237664750388886\,-0.060933358364752305\,-0.9978227227901456\,-0.03779216700004015"
ShapeNet,03797390/89bd0dff1b386ebed6b30d74fff98ffd,Mug,"1.0\,0.0\,0.0\,0.0051282420079346025\,0.0\,1.0\,0.0\,8.132592549969786e-05\,0.0\,0.0\,1.0\,-0.00011960098960095422\,0.0\,0.0\,0.0\,1.0",0.1540243603890319,"0.11331233764231285\,0.08911233438837485\,0.054247534497253724","0.0\,0.0\,1.0\,0.027123767248626862\,0.0\,0.0\,-1.0\,-0.027123767248626862\,0.0\,0.0\,1.0\,-0.027123767248626862\,0.0\,0.0\,-1.0\,0.01881815610409454"
ShapeNet,03797390/8aed972ea2b4a9019c3814eae0b8d399,Mug,"1.0\,0.0\,0.0\,-0.0018851210575918653\,0.0\,1.0\,0.0\,-0.00010296576774360133\,0.0\,0.0\,1.0\,0.013767180536557011\,0.0\,0.0\,0.0\,1.0",0.15553773473927832,"0.10062949413827971\,0.07553099348058145\,0.091437368706482","0.0\,0.0\,1.0\,0.045718684353241\,0.0\,0.0\,-1.0\,-0.045718684353241\,0.0\,0.0\,1.0\,-0.02407234327335106\,0.0\,0.0\,-1.0\,0.02407234327335106"
ShapeNet,03797390/8b1dca1414ba88cb91986c63a4d7a99a,Mug,"1.0\,0.0\,0.0\,0.0002042566835582793\,0.0\,1.0\,0.0\,-0.00109917739102805\,0.0\,0.0\,1.0\,0.01848879520835439\,0.0\,0.0\,0.0\,1.0",0.1412097355679577,"0.09532942197648664\,0.07956236733170918\,0.06724817223184576","0.0\,0.0\,1.0\,0.03362408611592288\,-0.002810198928375229\,0.02256931332204628\,-0.9997413309842472\,-0.028105954277423843"
ShapeNet,03797390/8b780e521c906eaf95a4f7ae0be930ac,Mug,"1.0\,0.0\,0.0\,0.01575403750050408\,0.0\,1.0\,0.0\,-7.830981854750618e-06\,0.0\,0.0\,1.0\,0.001702556702550373\,0.0\,0.0\,0.0\,1.0",0.16315899064488076,"0.11575364322773174\,0.0755125947665114\,0.08671672390339724","0.0\,0.0\,1.0\,0.030326526922737074\,0.0\,0.0\,-1.0\,-0.030326526922737074"
ShapeNet,03797390/8f550770386a6cf82f23d8349a133d2b,Mug,"1.0\,0.0\,0.0\,0.014448775285289317\,0.0\,1.0\,0.0\,7.953703332930218e-05\,0.0\,0.0\,1.0\,-0.004786022976198678\,0.0\,0.0\,0.0\,1.0",0.14052358965228867,"0.0857831842734913\,0.07778795226375124\,0.07960647044129354","0.0\,0.0\,1.0\,0.03980323522064677\,0.0\,0.0\,-1.0\,-0.03783337575472534"
ShapeNet,03797390/8f6c86feaa74698d5c91ee20ade72edc,Mug,"1.0\,0.0\,0.0\,-0.004436196286405458\,0.0\,1.0\,0.0\,0.00012465211668155618\,0.0\,0.0\,1.0\,-0.010155235796824091\,0.0\,0.0\,0.0\,1.0",0.15788861168153528,"0.1044897333228656\,0.07953590955374068\,0.08766291082322186","0.0\,0.0\,-1.0\,-0.041440547136525896\,0.0\,0.0\,1.0\,0.04138039270024929"
ShapeNet,03797390/9196f53a0d4be2806ffeedd41ba624d6,Mug,"1.0\,0.0\,0.0\,-0.009543634444512339\,0.0\,1.0\,0.0\,-0.0014376597022534021\,0.0\,0.0\,1.0\,0.008726309373649599\,0.0\,0.0\,0.0\,1.0",0.15841107914537728,"0.09816798231714952\,0.0751947332997025\,0.09900961948391185","0.0\,0.0\,-1.0\,-0.04763904444824796\,0.0\,0.0\,1.0\,0.0342184595372963\,0.0\,0.0\,-1.0\,0.00954941523451916\,0.0\,0.0\,1.0\,-0.011394112320424532"
ShapeNet,03797390/91f90c3a50410c0dc27effd6fd6b7eb0,Mug,"1.0\,0.0\,0.0\,-0.010424514599326029\,0.0\,1.0\,0.0\,4.184878380719681e-06\,0.0\,0.0\,1.0\,0.003627898687333486\,0.0\,0.0\,0.0\,1.0",0.170833489387854,"0.10290103388765948\,0.07431751943069598\,0.11433458222501214","0.0\,0.0\,-1.0\,-0.04573374786638795\,0.0\,0.0\,1.0\,0.04573374786638795"
ShapeNet,03797390/9278005254c8db7e95f577622f465c85,Mug,"1.0\,0.0\,0.0\,-0.005564133170468999\,0.0\,1.0\,0.0\,-0.00021961509245738142\,0.0\,0.0\,1.0\,-0.010947324831296346\,0.0\,0.0\,0.0\,1.0",0.14592344093949391,"0.09814532843285839\,0.07529503198167298\,0.077406839248499","0.0\,0.0\,1.0\,0.02238027848026558\,0.0\,0.0\,-1.0\,-0.020504870746012926"
ShapeNet,03797390/928a383f79698c3fb6d9bc28c8d8a2c4,Mug,"1.0\,0.0\,0.0\,-0.005746996354647038\,0.0\,1.0\,0.0\,-0.002135459262037731\,0.0\,0.0\,1.0\,0.004286675380568372\,0.0\,0.0\,0.0\,1.0",0.17220753569619224,"0.1165257758941678\,0.0845492515799533\,0.07591717393554287","0.0\,0.0\,-1.0\,-0.037958586967771435\,0.0\,0.0\,1.0\,0.037958586967771435"
ShapeNet,03797390/92d6394732e6058d4bcbafcc905a9b98,Mug,"1.0\,0.0\,0.0\,0.0212024011688019\,0.0\,1.0\,0.0\,-2.1827872842550278e-11\,0.0\,0.0\,1.0\,-0.0011506663152971441\,0.0\,0.0\,0.0\,1.0",0.15282076696155372,"0.11631570979990968\,0.0795661362630753\,0.05911092062697598","0.0\,0.0\,-1.0\,-0.026600975688260142\,0.0\,0.0\,1.0\,0.02860124687420562"
ShapeNet,03797390/9426e7aa67c83a4c3b51ab46b2f98f30,Mug,"1.0\,0.0\,0.0\,-0.0006611435656411757\,0.0\,1.0\,0.0\,8.475353752146475e-11\,0.0\,0.0\,1.0\,0.022651727897867402\,0.0\,0.0\,0.0\,1.0",0.16002522812383954,"0.10960623359331567\,0.07931394024777694\,0.08546242994997866","0.07074006361040668\,0.0\,0.9974947836457069\,-0.0329206313803767\,-0.07074006361040668\,0.0\,-0.9974947836457069\,0.0329206313803767"
ShapeNet,03797390/962883677a586bd84a60c1a189046dd1,Mug,"1.0\,0.0\,0.0\,-0.020440764306921433\,0.0\,1.0\,0.0\,-0.00012582742197841945\,0.0\,0.0\,1.0\,-0.001693571708797359\,0.0\,0.0\,0.0\,1.0",0.16469611815694268,"0.11191759504932297\,0.07548022734470372\,0.09435045106398521","0.0\,0.0\,1.0\,0.04441211741165563\,0.0\,0.0\,-1.0\,-0.04441211741165563"
ShapeNet,03797390/9737c77d3263062b8ca7a0a01bcd55b6,Mug,"1.0\,0.0\,0.0\,0.008129654361602068\,0.0\,1.0\,0.0\,0.00015753011771790781\,0.0\,0.0\,1.0\,-5.6426232830641965e-05\,0.0\,0.0\,0.0\,1.0",0.17225876386027075,"0.10950955070368362\,0.08155194970068003\,0.10502392944337746","0.015694377573403195\,0.0\,-0.9998768356715659\,-0.032697537237218015\,0.0\,0.0\,1.0\,0.0481541626036841"
ShapeNet,03797390/9880097f723c98a9bd8c6965c4665b41,Mug,"1.0\,0.0\,0.0\,0.0063032041199324595\,0.0\,1.0\,0.0\,0.00014194573525205811\,0.0\,0.0\,1.0\,-0.002078083064150249\,0.0\,0.0\,0.0\,1.0",0.143523872123544,"0.09311699854712074\,0.07514852789341298\,0.07925302081736874","0.0\,-0.06982095743871432\,-0.9975595390262886\,0.022257888473824053\,0.0\,0.06982095743871432\,0.9975595390262886\,-0.022257888473824053\,0.0\,0.0\,-1.0\,-0.03739701292098374\,0.0\,0.0\,1.0\,0.03739701292098374\,1.0\,0.0\,0.0\,-0.04187947768675748\,-1.0\,0.0\,0.0\,0.03671491545493222"
ShapeNet,03797390/9961ccbafd59cb03fe36eb2ab5fa00e0,Mug,"1.0\,0.0\,0.0\,0.006867679418482986\,0.0\,1.0\,0.0\,-0.002402735861964489\,0.0\,0.0\,1.0\,0.0015093635594314314\,0.0\,0.0\,0.0\,1.0",0.15945949862556097,"0.11382075907402012\,0.08165538454407573\,0.07618767493518686","0.0\,0.0\,1.0\,0.03809383746759343\,0.0\,0.0\,-1.0\,-0.03056065158602994"
ShapeNet,03797390/99eaa69cf6fe8811dec712af445786fe,Mug,"1.0\,0.0\,0.0\,-0.01403154286191688\,0.0\,1.0\,0.0\,-2.9492673059294816e-07\,0.0\,0.0\,1.0\,-0.0021386964276948195\,0.0\,0.0\,0.0\,1.0",0.1960397125278106,"0.13795588272344883\,0.09788125306497353\,0.09909121332149295","0.0\,0.0\,-1.0\,-0.04954560666074648\,0.0\,0.0\,1.0\,0.04954560666074648"
ShapeNet,03797390/9af98540f45411467246665d3d3724c,Mug,"1.0\,0.0\,0.0\,-0.00516355314586292\,0.0\,1.0\,0.0\,2.1299097312521553e-06\,0.0\,0.0\,1.0\,-0.008521991519295113\,0.0\,0.0\,0.0\,1.0",0.17756366728527362,"0.12052915137084597\,0.08457428403943368\,0.09924104516382215","-0.01697510833219829\,-0.025404423207719275\,0.9995331215015305\,0.04710968174403576\,0.027426581389494824\,-0.04104473814392883\,-0.9987808128433294\,-0.05109726535978966"
ShapeNet,03797390/9c930a8a3411f069e7f67f334aa9295c,Mug,"1.0\,0.0\,0.0\,0.001386705651183151\,0.0\,1.0\,0.0\,6.832246882915172e-06\,0.0\,0.0\,1.0\,-0.003984008824285734\,0.0\,0.0\,0.0\,1.0",0.13662109607450826,"0.09880000763389996\,0.07546157277769705\,0.056651852963398586","0.0\,0.0\,-1.0\,-0.028325926481699293\,0.0\,0.0\,1.0\,0.028325926481699293"
ShapeNet,03797390/9d8c711750a73b06ad1d789f3b2120d0,Mug,"1.0\,0.0\,0.0\,0.01613499606798563\,0.0\,1.0\,0.0\,-3.637978807091713e-12\,0.0\,0.0\,1.0\,0.0008777634533640999\,0.0\,0.0\,0.0\,1.0",0.1569536470110516,"0.10864771034334253\,0.07550098284905005\,0.08443776751575705","0.0\,0.0\,-1.0\,-0.04221888375787852\,0.0\,0.0\,1.0\,0.04221888375787852"
ShapeNet,03797390/9fc96d41ec7a66a6a159545213d74ea,Mug,"1.0\,0.0\,0.0\,-9.161833020066013e-05\,0.0\,1.0\,0.0\,3.4322205821890606e-05\,0.0\,0.0\,1.0\,-0.027841113793869887\,0.0\,0.0\,0.0\,1.0",0.14095374554508366,"0.07904545346694825\,0.07904559209166795\,0.08585789226807528","0.0\,0.0\,1.0\,-0.04292894613403764\,0.0\,0.0\,-1.0\,0.02541825801003572\,0.0\,0.0\,-1.0\,-0.03586899552134859\,0.0\,0.0\,1.0\,0.03586899552134859"
ShapeNet,03797390/9ff8400080c77feac2ad6fd1941624c3,Mug,"1.0\,0.0\,0.0\,0.004113489672114667\,0.0\,1.0\,0.0\,-0.0014827978287770271\,0.0\,0.0\,1.0\,-0.005242354735623067\,0.0\,0.0\,0.0\,1.0",0.14148833628821272,"0.09784173753691583\,0.08425772004944232\,0.057849632231843806","0.0\,0.0\,1.0\,-0.017581979458669572\,0.0\,0.0\,-1.0\,0.017581979458669572\,0.04771713346548071\,0.0\,0.9988608887997554\,0.030054205164274907\,-0.05378913483546591\,0.014416714052783433\,-0.9984482396847482\,-0.030249971897996518"
ShapeNet,03797390/a0c78f254b037f88933dc172307a6bb9,Mug,"1.0\,0.0\,0.0\,0.009109978058494228\,0.0\,1.0\,0.0\,-7.275957614183426e-12\,0.0\,0.0\,1.0\,0.0032473611488383902\,0.0\,0.0\,0.0\,1.0",0.17778161355884925,"0.1153171506231434\,0.08621945878828097\,0.10428064904648782","0.0\,0.0\,-1.0\,-0.047795338320740566\,0.0\,0.0\,1.0\,0.047795338320740566"
